Campaign,Ad Group,Keyword,Match Type,Status,Final URL
Marcas,Volkswagen,volkswagen 2021,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Volkswagen,gol 2022,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Volkswagen,up 2022,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Citroën,c3 2018,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Citro%C3%ABn
Marcas,Volkswagen,fox seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Citroën,c4 2018,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Citro%C3%ABn
Marcas,Volkswagen,up 2019,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Renault,duster 2020,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Renault
Marcas,Volkswagen,fox 2021,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Citroën,c4 2019,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Citro%C3%ABn
Marcas,Volkswagen,fox 2017,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Renault,sandero 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Renault
Marcas,Renault,kwid 2022,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Renault
Marcas,Renault,logan 2022,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Renault
Marcas,Volkswagen,polo seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Citroën,c3 2019,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Citro%C3%ABn
Marcas,Citroën,c4 2017,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Citro%C3%ABn
Marcas,Renault,renault usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Renault
Marcas,Volkswagen,up 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Citroën,c4 usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Citro%C3%ABn
Marcas,Volkswagen,golf 2020,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Renault,sandero 2021,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Renault
Marcas,Volkswagen,volkswagen 2017,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Volkswagen,spacecross seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Renault,renault seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Renault
Marcas,Citroën,c3 2022,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Citro%C3%ABn
Marcas,Volkswagen,golf 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Volkswagen,up seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Volkswagen,polo 2020,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Volkswagen,spacecross 2019,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Renault,kwid 2018,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Renault
Marcas,Volkswagen,gol usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Volkswagen,volkswagen 2019,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Volkswagen,gol 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Volkswagen,gol 2018,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Renault,sandero seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Renault
Marcas,Citroën,citroen 2020,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Citro%C3%ABn
Marcas,Renault,duster 2022,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Renault
Marcas,Volkswagen,fox 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Volkswagen,spacecross usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Volkswagen,volkswagen usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Volkswagen,up 2017,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Renault,logan 2021,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Renault
Marcas,Volkswagen,polo usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Renault,logan 2017,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Renault
Marcas,Citroën,citroen 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Citro%C3%ABn
Marcas,Citroën,citroen seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Citro%C3%ABn
Marcas,Volkswagen,golf 2018,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Volkswagen,fox 2018,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Volkswagen
Marcas,Fiat,strada usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,fiat 2017,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,punto 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,fastback 2020,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,siena seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Kia,soul 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Kia,soul usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Fiat,argo seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,fiorino 2021,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,punto 2022,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,argo 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Kia,picanto 2022,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Fiat,mobi usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,siena 2022,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,siena usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Kia,picanto 2020,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Fiat,fastback 2018,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Kia,kia seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Fiat,strada 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,mobi 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,fiat 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,fiorino 2019,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,argo 2019,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,uno 2017,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,punto 2020,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Kia,kia 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Fiat,fiorino 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Kia,picanto 2021,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Fiat,punto 2017,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,doblo seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,mobi 2018,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,doblo 2020,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Kia,kia 2022,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Fiat,uno 2018,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,uno 2022,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,mobi 2017,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,fiorino 2018,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,fastback seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,fiat usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Kia,soul 2021,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Fiat,argo usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Kia,kia usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Fiat,mobi seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,mobi 2019,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,uno 2020,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,strada 2017,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,fiat 2020,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,fastback 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,punto seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Kia,soul 2018,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Fiat,strada 2019,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,strada 2020,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,strada 2022,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,mobi 2020,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Kia,picanto 2023,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Kia,picanto usado,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Fiat,uno 2019,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,fiorino 2022,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Kia,picanto seminovo,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Fiat,siena 2017,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Fiat,fastback 2017,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Fiat
Marcas,Kia,picanto 2019,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Kia,soul 2020,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Marcas,Kia,picanto 2018,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp?marca=Kia
Concorrentes,Concorrentes,azul veiculos,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,atlanta motors,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,km autos,Exact,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,comprecar jundiaí,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,arnaldo veículos,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,fiat forte campinas sp,Exact,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,exclusive multimarcas,Exact,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,atual seminovos,Exact,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,ducatha veículos,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,wr automóveis,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,multimarcas campinas,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,parana veículos,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,jc veículos,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,mega veículos,Exact,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
Concorrentes,Concorrentes,compre auto votuporanga,Phrase,Paused,https://www.atriaveiculos.com/estoque-carros-usados-seminovos-campinas-sp
